,img_name,leaf_weight,내부온도관측치Min,내부온도관측치Max,내부습도관측치Min,내부습도관측치Max,CO2관측치Max-Min,EC관측치Min,EC관측치Max,최근분무량Max,백색광추정광량Max,적색광추정광량Max,청색광추정광량Max
0,CASE01_01.png,49.193,17.399999618530273,29.39999961853028,64.0,87.80000305175781,238.0,15.600000381469728,23.89999961853028,0.0,47.9892,61.0935,0
1,CASE01_02.png,59.764,16.5,30.89999961853028,54.20000076293945,89.19999694824219,257.0,14.5,27.299999237060547,0.0,47.9892,61.0935,0
2,CASE01_03.png,72.209,17.600000381469727,30.700000762939453,42.79999923706055,88.0,289.0,15.800000190734863,25.600000381469727,0.0,47.9892,61.0935,0
3,CASE01_04.png,85.737,17.899999618530273,26.100000381469727,60.900001525878906,89.9000015258789,271.0,17.0,19.799999237060547,0.0,47.9892,61.0935,0
4,CASE01_05.png,102.537,17.899999618530273,29.0,66.4000015258789,89.5999984741211,291.0,17.399999618530273,23.5,0.0,47.9892,61.0935,0
5,CASE01_06.png,123.359,17.899999618530273,31.100000381469727,54.09999847412109,89.5999984741211,312.0,17.700000762939453,29.100000381469727,0.0,47.9892,61.0935,0
6,CASE01_07.png,156.149,18.200000762939453,31.100000381469727,61.20000076293945,85.4000015258789,345.0,18.0,29.799999237060547,0.0,47.9892,61.0935,0
7,CASE01_08.png,174.931,18.89999961853028,32.099998474121094,66.5,87.69999694824219,329.0,18.600000381469727,30.89999961853028,0.0,47.9892,61.0935,0
8,CASE01_09.png,187.523,20.799999237060547,31.100000381469727,73.69999694824219,87.9000015258789,341.0,20.799999237060547,28.39999961853028,0.0,47.9892,61.0935,0
9,CASE02_01.png,194.662,16.899999618530273,28.299999237060547,69.5999984741211,90.5,342.0,16.600000381469727,24.5,0.0,47.9892,61.0935,0
10,CASE02_02.png,198.366,15.899999618530272,29.799999237060547,64.19999694824219,87.80000305175781,372.0,15.600000381469728,27.89999961853028,0.0,47.9892,61.0935,0
11,CASE02_03.png,196.788,17.299999237060547,27.299999237060547,71.19999694824219,88.69999694824219,373.0,17.200000762939453,21.100000381469727,0.0,47.9892,61.0935,0
12,CASE02_04.png,197.342,16.899999618530273,27.39999961853028,68.30000305175781,90.0999984741211,315.0,16.799999237060547,21.39999961853028,0.0,47.9892,61.0935,0
13,CASE02_05.png,200.202,16.0,28.299999237060547,69.4000015258789,89.80000305175781,328.0,15.600000381469728,25.89999961853028,0.0,47.9892,61.0935,0
14,CASE02_06.png,201.48,16.0,29.700000762939453,70.30000305175781,89.30000305175781,347.0,15.800000190734863,27.700000762939453,0.0,47.9892,61.0935,0
15,CASE02_07.png,197.409,19.0,28.100000381469727,69.0999984741211,87.0999984741211,334.0,18.700000762939453,25.799999237060547,0.0,47.9892,61.0935,0
16,CASE02_08.png,185.996,16.299999237060547,28.200000762939453,66.0999984741211,88.19999694824219,341.0,16.100000381469727,24.100000381469727,0.0,47.9892,61.0935,0
17,CASE02_09.png,165.73,16.100000381469727,28.200000762939453,64.4000015258789,90.1999969482422,318.0,15.899999618530272,26.100000381469727,0.0,47.9892,61.0935,0
18,CASE02_10.png,153.971,,,,,,,,10000,0,0,0
19,CASE02_11.png,142.744,,,,,,,,10000,0,0,0
20,CASE03_01.png,11.337,15.10000038,26.29999924,64.5,85.09999847,64.0,0.965592086,0.979915917,190.3,0,165.48,0
21,CASE03_02.png,15.728,15.80000019,29.29999924,57.59999847,84.69999695,96.0,0.959694088,0.976545572,190.3,0,165.48,0
22,CASE03_03.png,21.492,17.39999962,31.0,63.0,85.5,155.0,0.904926658,0.972332776,190.3,0,165.48,0
23,CASE03_04.png,27.091,18.89999962,31.0,66.0,85.30000305,168.0,0.891445458,0.965592086,190.3,0,165.48,0
24,CASE03_05.png,32.278,22.10000038,29.29999924,78.69999695,89.19999695,153.0,0.934416831,0.953796089,190.3,0,165.48,0
25,CASE04_01.png,57.147,20.0,28.10000038,65.69999695,98.5,182.0,1.33295536,1.403731704,190.3,0,165.48,0
26,CASE04_02.png,73.89,19.60000038,27.79999924,63.20000076,98.09999847,184.0,1.276502728,1.364130616,190.3,0,165.48,0
27,CASE04_03.png,90.729,18.89999962,27.29999924,66.69999695,93.80000305,196.0,1.279030442,1.33295536,190.3,0,165.48,0
28,CASE04_04.png,110.563,18.60000038,27.39999962,65.80000305,92.5,181.0,1.232688665,1.295881987,190.3,0,165.48,0
29,CASE04_05.png,129.551,19.89999962,26.29999924,67.0,98.0,187.0,1.155171752,1.248697639,190.3,0,165.48,0
30,CASE04_06.png,156.908,19.89999962,26.20000076,65.0,98.19999695,221.0,1.103774548,1.187189579,190.3,0,165.48,0
31,CASE04_07.png,194.027,19.5,25.60000038,62.29999924,97.5,213.0,1.026257515,1.121468782,190.3,0,165.48,0
32,CASE04_08.png,225.75,18.70000076,26.10000038,55.29999924,93.0,206.0,0.962221801,1.052377462,190.3,0,165.48,0
33,CASE04_09.png,247.918,19.0,27.39999962,54.20000076,95.0,238.0,0.890602827,0.972332776,190.3,0,165.48,0
34,CASE04_10.png,269.766,18.70000076,27.20000076,68.30000305,94.30000305,294.0,0.559470475,0.895658314,190.3,0,165.48,0
35,CASE04_11.png,280.068,18.89999962,27.10000038,67.90000153,94.5,208.0,0.548516989,0.568738818,190.3,0,165.48,0
36,CASE04_12.png,283.626,19.20000076,26.70000076,67.5,97.59999847,201.0,0.531665444,0.555257618,10000,0,165.48,0
37,CASE04_13.png,286.22,20.0,26.60000038,69.30000305,98.19999695,227.0,0.509758472,0.54261893,10000,0,165.48,0
38,CASE04_14.png,295.744,20.20000076,26.60000038,70.09999847,98.40000153,204.0,0.504703045,0.529980361,190.3,0,165.48,0
39,CASE04_15.png,289.846,20.60000038,26.5,71.69999695,98.40000153,246.0,0.49459213,0.522397161,10000,0,165.48,0
40,CASE04_16.png,287.79,20.70000076,29.60000038,70.19999695,98.19999695,210.0,0.477740586,0.522397161,190.3,0,165.48,0
41,CASE04_17.png,297.819,20.20000076,26.70000076,71.5,97.90000153,192.0,0.504703045,0.521554589,190.3,0,165.48,0
42,CASE04_18.png,304.211,19.79999924,25.70000076,68.80000305,96.80000305,222.0,0.50133276,0.518184245,10000,0,165.48,0
43,CASE04_19.png,307.767,20.39999962,26.10000038,66.0,98.19999695,193.0,0.498804986,0.516499102,190.3,0,165.48,0
44,CASE04_20.png,308.377,20.39999962,28.39999962,72.09999847,98.0,206.0,0.485323787,0.51481396,190.3,0,165.48,0
45,CASE04_21.png,309.886,20.60000038,28.20000076,63.59999847,98.40000153,237.0,0.487008929,0.515656531,190.3,0,165.48,0
46,CASE04_22.png,315.078,21.20000076,29.79999924,69.09999847,98.19999695,214.0,0.480268329,0.516499102,190.3,0,165.48,0
47,CASE04_23.png,308.265,21.89999962,31.70000076,72.30000305,89.30000305,230.0,0.469314843,0.516499102,190.3,0,165.48,0
48,CASE04_24.png,315.785,21.79999924,30.89999962,73.19999695,90.59999847,215.0,0.283948123,0.518184245,190.3,0,165.48,0
49,CASE04_25.png,325.093,21.89999962,28.79999924,77.90000153,90.5,201.0,0.0,0.4667871,190.3,0,165.48,0
50,CASE04_26.png,322.216,21.79999924,30.60000038,73.30000305,89.69999695,209.0,0.0,0.195477635,190.3,0,165.48,0
51,CASE04_27.png,329.69,22.5,31.0,75.69999695,91.0,173.0,0.0,0.0,10000,0,165.48,0
52,CASE05_01.png,1.472,20.39999961853028,28.5,59.900001525878906,94.0999984741211,1156.0,1.2044142484664917,1.229982852935791,126.0,309.41,47.9892,61.0935
53,CASE05_02.png,1.991,20.39999961853028,28.299999237060547,62.70000076293945,88.30000305175781,394.0,1.2097972631454468,1.2320014238357544,126.0,309.41,47.9892,61.0935
54,CASE05_03.png,2.658,20.799999237060547,28.5,70.30000305175781,88.0999984741211,55.0,1.211142897605896,1.2313286066055298,126.0,309.41,47.9892,61.0935
55,CASE05_04.png,3.315,21.299999237060547,28.39999961853028,71.5,87.5,68.0,1.2104700803756714,1.2313286066055298,126.0,309.41,47.9892,61.0935
56,CASE05_05.png,4.253,20.89999961853028,28.39999961853028,66.5999984741211,87.5999984741211,1144.0,1.2084513902664185,1.229982852935791,126.0,309.41,47.9892,61.0935
57,CASE05_06.png,5.318,18.600000381469727,28.600000381469727,71.19999694824219,85.0,670.0,1.2044142484664917,1.2266186475753784,126.0,309.41,47.9892,61.0935
